,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
165,Burkholderia~phage~Bcep176,Caudovirales,Siphoviridae,Unassigned,292_0,Clustered,5,VC_292_0,5,0.4294,0.99999994,0.4294,2,1,1,1.0
166,Burkholderia~phage~BcepB1A,Caudovirales,Myoviridae,Unassigned,28_0,Clustered,26,VC_28_0,26,0.5755,1.0,0.5755,1,2,2,0.9908
167,Burkholderia~phage~JG068,Caudovirales,Podoviridae,Unassigned,95_0,Clustered,18,VC_95_0,18,0.6523,1.0,0.6523,2,2,2,1.0
168,Burkholderia~phage~KL1,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,19,VC_1_0,19,0.4021,1.0,0.4021,3,2,2,1.0
169,Burkholderia~phage~KL3,Caudovirales,Myoviridae,Unassigned,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
170,Burkholderia~phage~KS14,Caudovirales,Myoviridae,Unassigned,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
171,Burkholderia~phage~KS5,Caudovirales,Myoviridae,Unassigned,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
172,Burkholderia~phage~KS9,Caudovirales,Siphoviridae,Unassigned,292_0,Clustered,5,VC_292_0,5,0.4294,0.99999994,0.4294,2,1,1,1.0
173,Burkholderia~phage~ST79,Caudovirales,Myoviridae,Unassigned,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
174,Burkholderia~virus~Bcep1,Caudovirales,Myoviridae,Bcep78virus,333_0,Clustered,4,VC_333_0,4,0.7749,0.99976889,0.7747,1,1,1,1.0
175,Burkholderia~virus~Bcep22,Caudovirales,Podoviridae,Bcep22virus,334_0,Clustered,5,VC_334_0,5,0.6557,0.99999939,0.6557,2,2,2,1.0
176,Burkholderia~virus~Bcep43,Caudovirales,Myoviridae,Bcep78virus,333_0,Clustered,4,VC_333_0,4,0.7749,0.99976889,0.7747,1,1,1,1.0
177,Burkholderia~virus~Bcep781,Caudovirales,Myoviridae,Bcep78virus,333_0,Clustered,4,VC_333_0,4,0.7749,0.99976889,0.7747,1,1,1,1.0
178,Burkholderia~virus~BcepC6B,Caudovirales,Podoviridae,Bpp1virus,347_0,Clustered,5,VC_347_0,5,0.1089,0.99998799,0.1089,2,2,2,1.0
179,Burkholderia~virus~BcepNY3,Caudovirales,Myoviridae,Bcep78virus,333_0,Clustered,4,VC_333_0,4,0.7749,0.99976889,0.7747,1,1,1,1.0
180,Burkholderia~virus~Bcepil02,Caudovirales,Podoviridae,Bcep22virus,334_0,Clustered,5,VC_334_0,5,0.6557,0.99999939,0.6557,2,2,2,1.0
181,Burkholderia~virus~Bcepmigl,Caudovirales,Podoviridae,Bcep22virus,334_0,Clustered,5,VC_334_0,5,0.6557,0.99999939,0.6557,2,2,2,1.0
182,Burkholderia~virus~DC1,Caudovirales,Podoviridae,Bcep22virus,334_0,Clustered,5,VC_334_0,5,0.6557,0.99999939,0.6557,2,2,2,1.0
183,Burkholderia~virus~phi1026b,Caudovirales,Siphoviridae,E125virus,292_0,Clustered,5,VC_292_0,5,0.4294,0.99999994,0.4294,2,1,1,1.0
184,Burkholderia~virus~phi52237,Caudovirales,Myoviridae,P2virus,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
185,Burkholderia~virus~phi6442,Caudovirales,Siphoviridae,E125virus,292_0,Clustered,5,VC_292_0,5,0.4294,0.99999994,0.4294,2,1,1,1.0
186,Burkholderia~virus~phiE122,Caudovirales,Myoviridae,P2virus,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
187,Burkholderia~virus~phiE125,Caudovirales,Siphoviridae,E125virus,292_0,Clustered,5,VC_292_0,5,0.4294,0.99999994,0.4294,2,1,1,1.0
188,Burkholderia~virus~phiE202,Caudovirales,Myoviridae,P2virus,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
189,C10_S58_L004_contig_0,Unassigned,Unassigned,Unassigned,355_0,Clustered,4,VC_355_0,4,0.6066,0.99976678,0.6064,1,1,1,1.0
190,C10_S58_L004_contig_10,Unassigned,Unassigned,Unassigned,360_0,Clustered,13,VC_360_0,13,0.7718,1.0,0.7718,1,1,1,1.0
191,C10_S58_L004_contig_1000,Unassigned,Unassigned,Unassigned,363_0,Clustered,41,VC_363_0,41,0.6615,1.0,0.6615,1,1,1,0.9829
192,C10_S58_L004_contig_1002,Unassigned,Unassigned,Unassigned,383_3,Clustered/Singleton,1,VC_383_3,1,0.0,1.0,0.0,1,1,1,1.0
193,C10_S58_L004_contig_1007,Unassigned,Unassigned,Unassigned,402_0,Clustered/Singleton,1,VC_402_0,1,0.0,1.0,0.0,1,1,1,1.0
194,C10_S58_L004_contig_1009,Unassigned,Unassigned,Unassigned,412_0,Clustered,2,VC_412_0,2,1.0,1.0,1.0,1,1,1,1.0
195,C10_S58_L004_contig_1013,Unassigned,Unassigned,Unassigned,433_0,Clustered,4,VC_433_0,4,0.3783,0.99939348,0.3781,1,1,1,1.0
196,C10_S58_L004_contig_1020,Unassigned,Unassigned,Unassigned,449_0,Clustered,10,VC_449_0,10,0.5782,1.0,0.5782,1,1,1,1.0
197,C10_S58_L004_contig_1024,Unassigned,Unassigned,Unassigned,452_0,Clustered,2,VC_452_0,2,0.4275,0.90478487,0.3868,1,1,1,1.0
198,C10_S58_L004_contig_1026,Unassigned,Unassigned,Unassigned,28_0,Clustered,26,VC_28_0,26,0.5755,1.0,0.5755,1,2,2,0.9908
199,C10_S58_L004_contig_1030,Unassigned,Unassigned,Unassigned,456_0,Clustered,8,VC_456_0,8,0.9231,1.0,0.9231,1,1,1,1.0
200,C10_S58_L004_contig_1032,Unassigned,Unassigned,Unassigned,461_0,Clustered,14,VC_461_0,14,0.5898,1.0,0.5898,1,1,1,1.0
201,C10_S58_L004_contig_1033,Unassigned,Unassigned,Unassigned,467_0,Clustered,5,VC_467_0,5,0.6097,0.99999376,0.6097,1,1,1,1.0
202,C10_S58_L004_contig_1034,Unassigned,Unassigned,Unassigned,471_0,Clustered,18,VC_471_0,18,0.5934,1.0,0.5934,1,1,1,0.9869
203,C10_S58_L004_contig_1035,Unassigned,Unassigned,Unassigned,438_0,Clustered,13,VC_438_0,13,0.6866,1.0,0.6866,1,1,1,1.0
204,C10_S58_L004_contig_1040,Unassigned,Unassigned,Unassigned,441_0,Clustered,30,VC_441_0,30,0.8084,1.0,0.8084,1,1,1,1.0
205,C10_S58_L004_contig_1041,Unassigned,Unassigned,Unassigned,460_0,Clustered,40,VC_460_0,40,0.8034,1.0,0.8034,1,1,1,0.9603
206,C10_S58_L004_contig_1042,Unassigned,Unassigned,Unassigned,460_0,Clustered,40,VC_460_0,40,0.8034,1.0,0.8034,1,1,1,0.9603
207,C10_S58_L004_contig_1043,Unassigned,Unassigned,Unassigned,462_0,Clustered,11,VC_462_0,11,0.5644,1.0,0.5644,1,1,1,1.0
208,C10_S58_L004_contig_1044,Unassigned,Unassigned,Unassigned,460_0,Clustered,40,VC_460_0,40,0.8034,1.0,0.8034,1,1,1,0.9603
209,C10_S58_L004_contig_109,Unassigned,Unassigned,Unassigned,484_0,Clustered,3,VC_484_0,3,0.6983,0.99470823,0.6947,1,1,1,1.0
210,C10_S58_L004_contig_113,Unassigned,Unassigned,Unassigned,13_0,Clustered,6,VC_13_0,6,0.4977,0.99999998,0.4977,1,1,1,0.9333
211,C10_S58_L004_contig_12,Unassigned,Unassigned,Unassigned,413_0,Clustered,37,VC_413_0,37,0.4,1.0,0.4,1,1,1,1.0
212,C10_S58_L004_contig_122,Unassigned,Unassigned,Unassigned,491_0,Clustered,2,VC_491_0,2,0.4449,0.90478487,0.4025,1,1,1,1.0
213,C10_S58_L004_contig_13,Unassigned,Unassigned,Unassigned,497_0,Clustered,3,VC_497_0,3,0.2583,0.93819991,0.2424,1,1,1,0.6667
214,C10_S58_L004_contig_139,Unassigned,Unassigned,Unassigned,514_0,Clustered,3,VC_514_0,3,0.7928,0.92554266,0.7338,1,1,1,1.0
215,C10_S58_L004_contig_141,Unassigned,Unassigned,Unassigned,516_0,Clustered,2,VC_516_0,2,0.5932,0.89640185,0.5318,1,1,1,1.0
216,C10_S58_L004_contig_153,Unassigned,Unassigned,Unassigned,383_2,Clustered/Singleton,1,VC_383_2,1,0.0,1.0,0.0,1,1,1,1.0
217,C10_S58_L004_contig_162,Unassigned,Unassigned,Unassigned,448_0,Clustered,5,VC_448_0,5,0.4046,0.99996109,0.4046,1,1,1,1.0
218,C10_S58_L004_contig_169,Unassigned,Unassigned,Unassigned,525_0,Clustered,7,VC_525_0,7,0.412,1.0,0.412,1,1,1,0.7619
219,C10_S58_L004_contig_173,Unassigned,Unassigned,Unassigned,537_0,Clustered,8,VC_537_0,8,0.587,1.0,0.587,1,1,1,0.9286
220,C10_S58_L004_contig_177,Unassigned,Unassigned,Unassigned,545_0,Clustered,7,VC_545_0,7,0.2533,1.0,0.2533,1,1,1,0.9524
221,C10_S58_L004_contig_182,Unassigned,Unassigned,Unassigned,560_0,Clustered,7,VC_560_0,7,0.4614,0.99999973,0.4614,1,1,1,1.0
222,C10_S58_L004_contig_183,Unassigned,Unassigned,Unassigned,569_0,Clustered/Singleton,1,VC_569_0,1,0.0,1.0,0.0,1,1,1,1.0
223,C10_S58_L004_contig_187,Unassigned,Unassigned,Unassigned,576_0,Clustered,2,VC_576_0,2,0.288,0.87921671,0.2532,1,1,1,1.0
224,C10_S58_L004_contig_191,Unassigned,Unassigned,Unassigned,219_0,Clustered,14,VC_219_0,14,0.4079,1.0,0.4079,2,2,2,1.0
225,C10_S58_L004_contig_206,Unassigned,Unassigned,Unassigned,579_0,Clustered,4,VC_579_0,4,0.7499,0.99994658,0.7498,1,1,1,1.0
226,C10_S58_L004_contig_224,Unassigned,Unassigned,Unassigned,582_0,Clustered,10,VC_582_0,10,0.4727,1.0,0.4727,1,1,1,0.9333
227,C10_S58_L004_contig_230,Unassigned,Unassigned,Unassigned,586_0,Clustered,7,VC_586_0,7,0.5322,1.0,0.5322,1,1,1,1.0
228,C10_S58_L004_contig_265,Unassigned,Unassigned,Unassigned,595_0,Clustered,3,VC_595_0,3,0.4883,0.98089281,0.4789,1,1,1,1.0
229,C10_S58_L004_contig_279,Unassigned,Unassigned,Unassigned,603_2,Clustered/Singleton,1,VC_603_2,1,0.0,1.0,0.0,1,1,1,1.0
230,C10_S58_L004_contig_285,Unassigned,Unassigned,Unassigned,615_0,Clustered,2,VC_615_0,2,1.0,1.0,1.0,1,1,1,1.0
231,C10_S58_L004_contig_318,Unassigned,Unassigned,Unassigned,617_0,Clustered,2,VC_617_0,2,0.5243,0.91813282,0.4813,1,1,1,1.0
232,C10_S58_L004_contig_339,Unassigned,Unassigned,Unassigned,637_0,Clustered,11,VC_637_0,11,0.5746,1.0,0.5746,1,1,1,1.0
233,C10_S58_L004_contig_38,Unassigned,Unassigned,Unassigned,450_0,Clustered,4,VC_450_0,4,0.4937,0.99986051,0.4937,1,1,1,1.0
234,C10_S58_L004_contig_382,Unassigned,Unassigned,Unassigned,621_0,Clustered,6,VC_621_0,6,0.1389,0.99993655,0.1389,1,1,1,1.0
235,C10_S58_L004_contig_383,Unassigned,Unassigned,Unassigned,307_0,Clustered,17,VC_307_0,17,0.319,1.0,0.319,1,1,1,0.9853
236,C10_S58_L004_contig_386,Unassigned,Unassigned,Unassigned,668_0,Clustered,3,VC_668_0,3,0.6015,0.98867275,0.5947,1,1,1,1.0
237,C10_S58_L004_contig_39,Unassigned,Unassigned,Unassigned,444_0,Clustered,9,VC_444_0,9,0.6996,1.0,0.6996,1,1,1,1.0
238,C10_S58_L004_contig_4,Unassigned,Unassigned,Unassigned,674_0,Clustered,13,VC_674_0,13,0.3947,1.0,0.3947,1,1,1,0.9872
239,C10_S58_L004_contig_403,Unassigned,Unassigned,Unassigned,682_0,Clustered,2,VC_682_0,2,0.0974,0.72985431,0.0711,1,1,1,1.0
240,C10_S58_L004_contig_428,Unassigned,Unassigned,Unassigned,683_0,Clustered,2,VC_683_0,2,0.8682,0.5,0.4341,1,1,1,1.0
241,C10_S58_L004_contig_451,Unassigned,Unassigned,Unassigned,685_0,Clustered,6,VC_685_0,6,0.8158,0.99999999,0.8158,1,1,1,1.0
242,C10_S58_L004_contig_453,Unassigned,Unassigned,Unassigned,690_2,Clustered/Singleton,1,VC_690_2,1,0.0,1.0,0.0,1,1,1,1.0
243,C10_S58_L004_contig_484,Unassigned,Unassigned,Unassigned,706_0,Clustered,2,VC_706_0,2,0.1187,0.9240043,0.1097,1,1,1,1.0
244,C10_S58_L004_contig_488,Unassigned,Unassigned,Unassigned,711_0,Clustered,5,VC_711_0,5,0.2674,0.99895697,0.2671,1,1,1,1.0
245,C10_S58_L004_contig_496,Unassigned,Unassigned,Unassigned,715_0,Clustered,4,VC_715_0,4,0.4245,0.99965605,0.4244,1,1,1,1.0
246,C10_S58_L004_contig_523,Unassigned,Unassigned,Unassigned,730_0,Clustered,3,VC_730_0,3,0.3869,0.89549589,0.3465,1,1,1,1.0
247,C10_S58_L004_contig_537,Unassigned,Unassigned,Unassigned,734_0,Clustered,2,VC_734_0,2,0.0654,0.9158196,0.0599,1,1,1,1.0
248,C10_S58_L004_contig_555,Unassigned,Unassigned,Unassigned,748_0,Clustered,2,VC_748_0,2,0.0699,0.69508298,0.0486,1,1,1,1.0
249,C10_S58_L004_contig_568,Unassigned,Unassigned,Unassigned,752_0,Clustered,3,VC_752_0,3,0.5459,0.97937098,0.5346,1,1,1,0.6667
250,C10_S58_L004_contig_602,Unassigned,Unassigned,Unassigned,653_0,Clustered,2,VC_653_0,2,0.201,0.94271764,0.1895,1,1,1,1.0
251,C10_S58_L004_contig_605,Unassigned,Unassigned,Unassigned,801_0,Clustered,5,VC_801_0,5,0.9828,0.77337265,0.7601,1,1,1,1.0
252,C10_S58_L004_contig_622,Unassigned,Unassigned,Unassigned,332_0,Clustered,4,VC_332_0,4,0.32,0.99997021,0.32,1,1,1,1.0
253,C10_S58_L004_contig_643,Unassigned,Unassigned,Unassigned,415_0,Clustered/Singleton,1,VC_415_0,1,0.0,1.0,0.0,1,1,1,1.0
254,C10_S58_L004_contig_646,Unassigned,Unassigned,Unassigned,829_0,Clustered,2,VC_829_0,2,0.7531,0.89435023,0.6735,1,1,1,1.0
255,C10_S58_L004_contig_659,Unassigned,Unassigned,Unassigned,841_0,Clustered,5,VC_841_0,5,0.6916,0.99895352,0.6908,1,1,1,1.0
256,C10_S58_L004_contig_68,Unassigned,Unassigned,Unassigned,843_0,Clustered,3,VC_843_0,3,0.6068,0.93198144,0.5655,1,1,1,1.0
257,C10_S58_L004_contig_680,Unassigned,Unassigned,Unassigned,844_0,Clustered,2,VC_844_0,2,0.1596,0.94166128,0.1503,1,1,1,1.0
258,C10_S58_L004_contig_691,Unassigned,Unassigned,Unassigned,852_0,Clustered,3,VC_852_0,3,0.0984,0.92703107,0.0912,1,1,1,1.0
259,C10_S58_L004_contig_695,Unassigned,Unassigned,Unassigned,504_2,Clustered,10,VC_504_2,10,0.1901,0.99999999,0.1901,1,1,1,0.9333
260,C10_S58_L004_contig_711,Unassigned,Unassigned,Unassigned,545_0,Clustered,7,VC_545_0,7,0.2533,1.0,0.2533,1,1,1,0.9524
261,C10_S58_L004_contig_730,Unassigned,Unassigned,Unassigned,871_0,Clustered,2,VC_871_0,2,0.596,0.89435023,0.5331,1,1,1,1.0
262,C10_S58_L004_contig_74,Unassigned,Unassigned,Unassigned,614_0,Clustered,3,VC_614_0,3,0.3525,0.91943753,0.3241,1,1,1,1.0
263,C10_S58_L004_contig_760,Unassigned,Unassigned,Unassigned,874_0,Clustered,3,VC_874_0,3,0.5186,0.96777114,0.5019,1,1,1,1.0
264,C10_S58_L004_contig_776,Unassigned,Unassigned,Unassigned,875_0,Clustered,2,VC_875_0,2,0.4481,0.85557782,0.3834,1,1,1,1.0
265,C10_S58_L004_contig_794,Unassigned,Unassigned,Unassigned,876_0,Clustered,3,VC_876_0,3,0.5155,0.99030813,0.5105,1,1,1,1.0
266,C10_S58_L004_contig_813,Unassigned,Unassigned,Unassigned,877_0,Clustered,2,VC_877_0,2,1.0,1.0,1.0,1,1,1,1.0
267,C10_S58_L004_contig_836,Unassigned,Unassigned,Unassigned,851_0,Clustered,10,VC_851_0,10,0.4225,1.0,0.4225,1,1,1,0.9333
268,C10_S58_L004_contig_839,Unassigned,Unassigned,Unassigned,54_0,Clustered,28,VC_54_0,28,0.5928,1.0,0.5928,1,1,1,0.9947
269,C10_S58_L004_contig_857,Unassigned,Unassigned,Unassigned,620_0,Clustered,6,VC_620_0,6,0.2332,0.99999621,0.2332,1,1,1,0.8667
270,C10_S58_L004_contig_888,Unassigned,Unassigned,Unassigned,886_0,Clustered,2,VC_886_0,2,0.3328,0.5,0.1664,1,1,1,1.0
271,C10_S58_L004_contig_89,Unassigned,Unassigned,Unassigned,236_0,Clustered,29,VC_236_0,29,0.5773,1.0,0.5773,1,1,1,0.9433
272,C10_S58_L004_contig_917,Unassigned,Unassigned,Unassigned,902_0,Clustered,2,VC_902_0,2,1.0,1.0,1.0,1,1,1,1.0
273,C10_S58_L004_contig_918,Unassigned,Unassigned,Unassigned,460_0,Clustered,40,VC_460_0,40,0.8034,1.0,0.8034,1,1,1,0.9603
274,C10_S58_L004_contig_926,Unassigned,Unassigned,Unassigned,904_1,Clustered,6,VC_904_1,6,0.2811,0.99998983,0.2811,1,1,1,0.9333
275,C10_S58_L004_contig_934,Unassigned,Unassigned,Unassigned,98_0,Clustered,4,VC_98_0,4,0.3596,0.99997983,0.3596,1,1,1,1.0
276,C10_S58_L004_contig_945,Unassigned,Unassigned,Unassigned,801_0,Clustered,5,VC_801_0,5,0.9828,0.77337265,0.7601,1,1,1,1.0
277,C10_S58_L004_contig_965,Unassigned,Unassigned,Unassigned,911_0,Clustered,5,VC_911_0,5,0.2486,0.9806117,0.2438,1,1,1,1.0
278,C10_S58_L004_contig_967,Unassigned,Unassigned,Unassigned,912_0,Clustered,3,VC_912_0,3,1.0,1.0,1.0,1,1,1,1.0
279,C10_S58_L004_contig_968,Unassigned,Unassigned,Unassigned,913_0,Clustered,12,VC_913_0,12,0.3552,1.0,0.3552,1,1,1,1.0
280,C10_S58_L004_contig_986,Unassigned,Unassigned,Unassigned,925_1,Clustered,12,VC_925_1,12,0.2332,1.0,0.2332,1,1,1,0.9697
281,C11_S59_L004_contig_1010,Unassigned,Unassigned,Unassigned,878_1,Clustered/Singleton,1,VC_878_1,1,0.0,1.0,0.0,1,1,1,1.0
282,C11_S59_L004_contig_103,Unassigned,Unassigned,Unassigned,959_0,Clustered,3,VC_959_0,3,0.4023,0.86921388,0.3497,1,1,1,1.0
283,C11_S59_L004_contig_1031,Unassigned,Unassigned,Unassigned,961_0,Clustered,2,VC_961_0,2,0.8334,0.5,0.4167,1,1,1,1.0
284,C11_S59_L004_contig_1032,Unassigned,Unassigned,Unassigned,963_0,Clustered,4,VC_963_0,4,0.4609,0.99996171,0.4608,1,1,1,1.0
285,C11_S59_L004_contig_1047,Unassigned,Unassigned,Unassigned,967_0,Clustered,2,VC_967_0,2,0.0925,0.95434739,0.0883,1,1,1,1.0
286,C11_S59_L004_contig_1052,Unassigned,Unassigned,Unassigned,969_0,Clustered,5,VC_969_0,5,0.5257,0.99929227,0.5253,1,1,1,1.0
287,C11_S59_L004_contig_1054,Unassigned,Unassigned,Unassigned,925_1,Clustered,12,VC_925_1,12,0.2332,1.0,0.2332,1,1,1,0.9697
288,C11_S59_L004_contig_1060,Unassigned,Unassigned,Unassigned,976_0,Clustered,7,VC_976_0,7,0.1664,0.86570213,0.1441,1,1,1,1.0
289,C11_S59_L004_contig_1063,Unassigned,Unassigned,Unassigned,979_0,Clustered,2,VC_979_0,2,0.6283,0.85557782,0.5376,1,1,1,1.0
290,C11_S59_L004_contig_1065,Unassigned,Unassigned,Unassigned,492_0,Clustered,4,VC_492_0,4,0.7157,0.99979666,0.7155,1,1,1,1.0
291,C11_S59_L004_contig_1073,Unassigned,Unassigned,Unassigned,981_0,Clustered,2,VC_981_0,2,0.5043,0.90610936,0.4569,1,1,1,1.0
292,C11_S59_L004_contig_1086,Unassigned,Unassigned,Unassigned,307_1,Clustered/Singleton,1,VC_307_1,1,0.0,1.0,0.0,1,1,1,1.0
293,C11_S59_L004_contig_1098,Unassigned,Unassigned,Unassigned,984_0,Clustered,2,VC_984_0,2,0.1027,0.74798207,0.0768,1,1,1,1.0
294,C11_S59_L004_contig_1101,Unassigned,Unassigned,Unassigned,554_0,Clustered,2,VC_554_0,2,0.43,0.94713201,0.4073,1,1,1,1.0
295,C11_S59_L004_contig_1132,Unassigned,Unassigned,Unassigned,440_0,Clustered,7,VC_440_0,7,0.4122,1.0,0.4122,1,1,1,1.0
296,C11_S59_L004_contig_1153,Unassigned,Unassigned,Unassigned,903_0,Clustered,2,VC_903_0,2,0.1482,0.95427409,0.1414,1,1,1,1.0
297,C11_S59_L004_contig_1160,Unassigned,Unassigned,Unassigned,994_0,Clustered,26,VC_994_0,26,0.7122,1.0,0.7122,1,1,1,1.0
298,C11_S59_L004_contig_1163,Unassigned,Unassigned,Unassigned,998_0,Clustered,7,VC_998_0,7,0.7619,1.0,0.7619,1,1,1,1.0
299,C11_S59_L004_contig_1169,Unassigned,Unassigned,Unassigned,962_1,Clustered/Singleton,1,VC_962_1,1,0.0,1.0,0.0,1,1,1,1.0
300,C11_S59_L004_contig_1175,Unassigned,Unassigned,Unassigned,966_0,Clustered,50,VC_966_0,50,0.5563,1.0,0.5563,1,1,1,1.0
301,C11_S59_L004_contig_1177,Unassigned,Unassigned,Unassigned,1025_0,Clustered,5,VC_1025_0,5,0.6171,0.99999864,0.6171,1,1,1,1.0
302,C11_S59_L004_contig_1178,Unassigned,Unassigned,Unassigned,1027_0,Clustered,4,VC_1027_0,4,0.448,0.99997019,0.448,1,1,1,1.0
303,C11_S59_L004_contig_1181,Unassigned,Unassigned,Unassigned,1033_0,Clustered,2,VC_1033_0,2,0.3577,0.93376822,0.334,1,1,1,1.0
304,C11_S59_L004_contig_1189,Unassigned,Unassigned,Unassigned,1041_0,Clustered,2,VC_1041_0,2,0.5513,0.5,0.2756,1,1,1,1.0
305,C11_S59_L004_contig_1190,Unassigned,Unassigned,Unassigned,1042_0,Clustered/Singleton,1,VC_1042_0,1,0.0,1.0,0.0,1,1,1,1.0
306,C11_S59_L004_contig_1200,Unassigned,Unassigned,Unassigned,1046_0,Clustered,2,VC_1046_0,2,0.9407,0.5,0.4703,1,1,1,1.0
307,C11_S59_L004_contig_1209,Unassigned,Unassigned,Unassigned,1053_0,Clustered,2,VC_1053_0,2,0.7141,0.81445332,0.5816,1,1,1,1.0
308,C11_S59_L004_contig_1214,Unassigned,Unassigned,Unassigned,1059_0,Clustered,2,VC_1059_0,2,0.5941,0.9262493,0.5503,1,1,1,1.0
309,C11_S59_L004_contig_1220,Unassigned,Unassigned,Unassigned,758_0,Clustered,6,VC_758_0,6,0.748,0.99999856,0.748,1,1,1,1.0
310,C11_S59_L004_contig_1234,Unassigned,Unassigned,Unassigned,451_0,Clustered,3,VC_451_0,3,0.6067,0.99188498,0.6018,1,1,1,1.0
311,C11_S59_L004_contig_1235,Unassigned,Unassigned,Unassigned,801_0,Clustered,5,VC_801_0,5,0.9828,0.77337265,0.7601,1,1,1,1.0
312,C11_S59_L004_contig_1238,Unassigned,Unassigned,Unassigned,675_0,Clustered,4,VC_675_0,4,0.1773,0.99997872,0.1773,1,1,1,1.0
313,C11_S59_L004_contig_1254,Unassigned,Unassigned,Unassigned,1066_0,Clustered,2,VC_1066_0,2,0.0481,0.92660346,0.0446,1,1,1,1.0
314,C11_S59_L004_contig_1281,Unassigned,Unassigned,Unassigned,681_0,Clustered,4,VC_681_0,4,0.4322,0.94939599,0.4103,1,1,1,1.0
315,C11_S59_L004_contig_1282,Unassigned,Unassigned,Unassigned,1071_0,Clustered,10,VC_1071_0,10,0.4792,1.0,0.4792,1,1,1,1.0
316,C11_S59_L004_contig_1287,Unassigned,Unassigned,Unassigned,1_0,Clustered,19,VC_1_0,19,0.4021,1.0,0.4021,3,2,2,1.0
317,C11_S59_L004_contig_1291,Unassigned,Unassigned,Unassigned,482_0,Clustered,7,VC_482_0,7,0.3644,0.99999999,0.3644,1,1,1,1.0
318,C11_S59_L004_contig_132,Unassigned,Unassigned,Unassigned,1090_3,Clustered/Singleton,1,VC_1090_3,1,0.0,1.0,0.0,1,1,1,1.0
319,C11_S59_L004_contig_1320,Unassigned,Unassigned,Unassigned,1106_0,Clustered,9,VC_1106_0,9,0.2685,1.0,0.2685,1,1,1,1.0
320,C11_S59_L004_contig_1326,Unassigned,Unassigned,Unassigned,861_0,Clustered,12,VC_861_0,12,0.7824,1.0,0.7824,1,1,1,0.9848
321,C11_S59_L004_contig_1346,Unassigned,Unassigned,Unassigned,971_0,Clustered,8,VC_971_0,8,0.3498,1.0,0.3498,1,1,1,0.8571
322,C11_S59_L004_contig_1354,Unassigned,Unassigned,Unassigned,1077_0,Clustered/Singleton,1,VC_1077_0,1,0.0,1.0,0.0,1,1,1,1.0
323,C11_S59_L004_contig_1357,Unassigned,Unassigned,Unassigned,26_3,Clustered,10,VC_26_3,10,0.164,1.0,0.164,1,1,1,0.8444
324,C11_S59_L004_contig_1362,Unassigned,Unassigned,Unassigned,1147_0,Clustered,2,VC_1147_0,2,1.0,1.0,1.0,1,1,1,1.0
325,C11_S59_L004_contig_1363,Unassigned,Unassigned,Unassigned,1148_0,Clustered,3,VC_1148_0,3,0.6158,0.97148006,0.5983,1,1,1,1.0
326,C11_S59_L004_contig_1389,Unassigned,Unassigned,Unassigned,1040_0,Clustered,2,VC_1040_0,2,0.5147,0.91813282,0.4726,1,1,1,1.0
327,C11_S59_L004_contig_1391,Unassigned,Unassigned,Unassigned,578_0,Clustered/Singleton,1,VC_578_0,1,0.0,1.0,0.0,1,1,1,1.0
328,C11_S59_L004_contig_1398,Unassigned,Unassigned,Unassigned,879_0,Clustered,4,VC_879_0,4,0.3715,0.99998499,0.3715,1,1,1,1.0
329,C11_S59_L004_contig_1402,Unassigned,Unassigned,Unassigned,1166_0,Clustered,3,VC_1166_0,3,0.2298,0.63178473,0.1452,1,1,1,1.0
330,C11_S59_L004_contig_1405,Unassigned,Unassigned,Unassigned,1167_0,Clustered,2,VC_1167_0,2,1.0,1.0,1.0,1,1,1,1.0
331,C11_S59_L004_contig_1406,Unassigned,Unassigned,Unassigned,1078_1,Clustered,3,VC_1078_1,3,0.0965,0.99856406,0.0964,1,1,1,1.0
332,C11_S59_L004_contig_1410,Unassigned,Unassigned,Unassigned,452_0,Clustered,2,VC_452_0,2,0.4275,0.90478487,0.3868,1,1,1,1.0
333,C11_S59_L004_contig_1413,Unassigned,Unassigned,Unassigned,471_0,Clustered,18,VC_471_0,18,0.5934,1.0,0.5934,1,1,1,0.9869
334,C11_S59_L004_contig_1415,Unassigned,Unassigned,Unassigned,573_0,Clustered,7,VC_573_0,7,0.5227,1.0,0.5227,1,2,2,1.0
335,C11_S59_L004_contig_1427,Unassigned,Unassigned,Unassigned,994_0,Clustered,26,VC_994_0,26,0.7122,1.0,0.7122,1,1,1,1.0
336,C11_S59_L004_contig_1430,Unassigned,Unassigned,Unassigned,1181_0,Clustered,2,VC_1181_0,2,0.9487,0.5,0.4744,1,1,1,1.0
